day	stage	start	end	artist	settimeId	timeSource	captureTimestamp
3	Metaphoenix	19:00	20:15	Sarah de Warren	41907	printed	20250611062931
3	Ubuntu	04:00	05:30	KILIMANJARO	41909	printed	20250611062931
3	Ubuntu	02:00	04:00	Meedy + Pizzi	41908	printed	20250611062931
3	Ubuntu	01:00	02:00	Uncle Waffles	41910	printed	20250611062931
3	Ubuntu	23:30	01:00	One Tribe Presents (AMÉMÉ B2B Baron)	41911	printed	20250611062931
3	Ubuntu	22:00	23:30	Da Capo	41912	printed	20250611062931
3	Ubuntu	20:30	22:00	Andre Power	41913	printed	20250611062931
3	Ubuntu	19:00	20:30	DRĖĖĖMY	41914	printed	20250611062931
3	yeEDC!	03:30	04:15	BRDWY	41915	printed	20250611062931
3	yeEDC!	01:30	02:30	Willie Pake	41916	printed	20250611062931
3	yeEDC!	00:00	01:00	Roadhouse	41917	printed	20250611062931
3	yeEDC!	22:15	23:15	K.Gianni	41918	printed	20250611062931
3	yeEDC!	20:45	21:45	KidMaverick	41919	printed	20250611062931
3	yeEDC!	19:00	20:00	Corey Biggs	41920	printed	20250611062931
3	Blacklight Bar	04:15	05:30	Tim Underscore	41921	printed	20250611062931
3	Blacklight Bar	03:15	04:15	Stedicam	41922	printed	20250611062931
3	Blacklight Bar	02:15	03:15	BLKLGHT	41923	printed	20250611062931
3	Blacklight Bar	01:00	02:15	Lucky Lou	41924	printed	20250611062931
3	Blacklight Bar	23:45	01:00	Tripps	41925	printed	20250611062931
3	Blacklight Bar	22:30	23:45	RaeCola	41926	printed	20250611062931
3	Blacklight Bar	21:30	22:30	BACKCOURT	41927	printed	20250611062931
3	Blacklight Bar	20:15	21:30	HANZ	41928	printed	20250611062931
3	Blacklight Bar	19:00	20:15	Bo Knows	41929	printed	20250611062931
